Transaction ID,Date,User ID,Book Title,Genre,Borrowing Duration (Days)
T00710,2025-12-01,U0056,The Discipline of Small Wins,Self-Help,10
T00508,2025-06-11,U0119,The Silent Orchard,Fiction,36
T01382,2025-12-23,U0086,Crown of Thorned Vines,Fantasy,5
T01315,2025-08-30,U0003,Crown of Thorned Vines,Fantasy,8
T01161,2025-06-21,U0022,Whispers of the Tide,Fiction,10
T00411,2025-12-13,U0046,Detective Rao's Final Case,Mystery,23
T00259,2025-11-08,U0004,Rising: A Memoir,Biography,14
T00648,2025-01-05,U0113,Empires of Sand,History,20
T00725,2025-01-18,U0116,The Cartographer's Daughter,Fiction,20
T00222,2025-11-09,U0118,Life in the Margins,Biography,22
T00729,2025-11-01,U0019,Empires of Sand,History,23
T01240,2025-07-26,U0066,Notes from a Quiet Life,Biography,13
T00372,2025-06-05,U0081,Case of the Broken Compass,Mystery,19
T00977,2025-01-15,U0111,Revolutions of the Mind,History,11
T00947,2025-12-23,U0117,Empires of Sand,History,7
T00527,2025-07-04,U0010,Crown of Thorned Vines,Fantasy,14
T01164,2025-11-15,U0001,A Century of Silence,History,23
T01204,2025-08-24,U0005,The Last Colony Ship,Science Fiction,13
T00638,2025-03-18,U0050,Crown of Thorned Vines,Fantasy,13
T00154,2025-11-01,U0089,Kingdom of Ash and Ember,Fantasy,16
T00036,2025-05-08,U0014,Habits That Stick,Self-Help,8
T00289,2025-10-25,U0060,An Ordinary Genius,Biography,15
T01142,2025-01-08,U0098,The Silent Orchard,Fiction,14
T00752,2025-12-19,U0107,The Vanishing Hour,Mystery,13
T01175,2025-02-03,U0071,The Sorcerer's Apprentice,Fantasy,13
T00926,2025-06-26,U0046,An Ordinary Genius,Biography,21
T01442,2025-09-14,U0021,Detective Rao's Final Case,Mystery,6
T01131,2025-10-25,U0018,The Last Colony Ship,Science Fiction,15
T01495,2025-09-22,U0091,The Silent Orchard,Fiction,8
T00914,2025-07-07,U0020,Rising: A Memoir,Biography,7
T00934,2025-11-03,U0052,An Ordinary Genius,Biography,23
T01448,2025-04-20,U0055,The Merchant Kingdoms,History,3
T01317,2025-02-19,U0106,Revolutions of the Mind,History,15
T01099,2025-11-01,U0097,A Century of Silence,History,1
T00195,2025-02-20,U0056,The Art of Deep Rest,Self-Help,2
T00936,2025-09-04,U0061,The Long Road Home,Biography,10
T01203,2025-12-13,U0067,Midnight in Avalon,Fiction,21
T00514,2025-11-11,U0099,Detective Rao's Final Case,Mystery,3
T00734,2025-02-21,U0100,Midnight in Avalon,Fiction,11
T00140,2025-05-22,U0062,Neon Horizon,Science Fiction,19
T01258,2025-10-24,U0103,Rising: A Memoir,Biography,11
T00624,2025-05-23,U0020,An Ordinary Genius,Biography,23
T00478,2025-04-22,U0072,The Art of Deep Rest,Self-Help,21
T00856,2025-10-05,U0097,Case of the Broken Compass,Mystery,56
T00489,2025-11-25,U0063,The Art of Deep Rest,Self-Help,2
T00086,2025-08-31,U0066,Atomic Focus,Self-Help,17
T01282,2025-12-11,U0002,The Locked Library,Mystery,32
T00149,2025-11-13,U0102,The Long Road Home,Biography,18
T01066,2025-12-04,U0067,Midnight in Avalon,Fiction,19
T00572,2025-05-21,U0005,Neon Horizon,Science Fiction,7
T01279,2025-06-21,U0035,Rising: A Memoir,Biography,13
T01447,2025-04-03,U0014,Rising: A Memoir,Biography,8
T00001,2025-11-18,U0107,Life in the Margins,Biography,17
T01360,2025-04-05,U0052,The Forgotten Treaty,History,7
T00232,2025-11-02,U0082,Neon Horizon,Science Fiction,17
T00787,2025-11-02,U0067,Crown of Thorned Vines,Fantasy,3
T00678,2025-01-16,U0029,The Locked Library,Mystery,14
T01302,2025-09-04,U0089,The Dragon's Ledger,Fantasy,1
T00217,2025-12-12,U0093,The Forgotten Treaty,History,24
T00593,2025-04-19,U0106,A Century of Silence,History,9
T00531,2025-03-11,U0077,Rising: A Memoir,Biography,16
T01299,2025-07-20,U0116,The Discipline of Small Wins,Self-Help,7
T00727,2025-03-27,U0023,The Art of Deep Rest,Self-Help,13
T01264,2025-05-27,U0004,The Art of Deep Rest,Self-Help,7
T01097,2025-10-04,U0041,An Ordinary Genius,Biography,10
T01368,2025-02-28,U0070,Detective Rao's Final Case,Mystery,8
T00073,2025-05-23,U0099,The Forgotten Treaty,History,2
T01293,2025-09-09,U0009,The Last Colony Ship,Science Fiction,22
T00401,2025-12-11,U0043,The Silent Orchard,Fiction,7
T01340,2025-12-13,U0026,Detective Rao's Final Case,Mystery,12
T01098,2025-04-24,U0090,Detective Rao's Final Case,Mystery,2
T01115,2025-10-26,U0049,Rising: A Memoir,Biography,7
T00693,2025-03-22,U0018,Case of the Broken Compass,Mystery,4
T01439,2025-02-19,U0097,Rising: A Memoir,Biography,5
T00229,2025-02-20,U0047,Quantum Drift,Science Fiction,18
T00779,2025-01-03,U0008,The Locked Library,Mystery,14
T01241,2025-01-01,U0007,Revolutions of the Mind,History,10
T00129,2025-02-14,U0107,The Forgotten Treaty,History,7
T00253,2025-10-15,U0076,Life in the Margins,Biography,9
T01012,2025-05-17,U0091,Rising: A Memoir,Biography,2
T00946,2025-07-15,U0099,Crown of Thorned Vines,Fantasy,18
T00635,2025-03-27,U0073,An Ordinary Genius,Biography,13
T01364,2025-06-21,U0113,Midnight in Avalon,Fiction,1
T00613,2025-11-04,U0077,Quantum Drift,Science Fiction,8
T00030,2025-02-04,U0030,Rising: A Memoir,Biography,13
T01316,2025-03-30,U0002,Rising: A Memoir,Biography,8
T00068,2025-07-30,U0120,Detective Rao's Final Case,Mystery,13
T01389,2025-12-07,U0005,Life in the Margins,Biography,15
T01030,2025-07-11,U0071,Habits That Stick,Self-Help,16
T00326,2025-09-13,U0108,A Thousand Quiet Rooms,Fiction,5
T00840,2025-10-11,U0007,An Ordinary Genius,Biography,17
T00276,2025-11-13,U0103,The Locked Library,Mystery,12
T00565,2025-08-03,U0050,Echoes of Andromeda,Science Fiction,6
T00395,2025-04-12,U0019,The Dragon's Ledger,Fantasy,11
T00931,2025-10-30,U0027,Crown of Thorned Vines,Fantasy,12
T00521,2025-08-18,U0056,Midnight in Avalon,Fiction,9
T01249,2025-11-06,U0090,Revolutions of the Mind,History,1
T01391,2025-09-13,U0052,Revolutions of the Mind,History,16
T00246,2025-05-31,U0068,The Merchant Kingdoms,History,10
T00208,2025-05-27,U0116,Empires of Sand,History,13
T01245,2025-07-04,U0050,The Last Colony Ship,Science Fiction,6
T01035,2025-02-26,U0038,The Last Colony Ship,Science Fiction,18
T00385,2025-10-23,U0120,Empires of Sand,History,8
T01005,2025-05-12,U0120,Life in the Margins,Biography,16
T00332,2025-07-02,U0003,Beyond the Event Horizon,Science Fiction,6
T00423,2025-10-09,U0001,Habits That Stick,Self-Help,16
T00704,2025-03-27,U0054,The Sorcerer's Apprentice,Fantasy,10
T00328,2025-10-20,U0031,Notes from a Quiet Life,Biography,16
T00564,2025-04-04,U0015,Quantum Drift,Science Fiction,7
T01128,2025-12-14,U0067,The Art of Deep Rest,Self-Help,14
T00749,2025-03-05,U0082,An Ordinary Genius,Biography,23
T00832,2025-02-28,U0058,The Dragon's Ledger,,11
T01109,2025-04-30,U0119,The Sorcerer's Apprentice,Fantasy,4
T00186,2025-01-23,U0053,The Forgotten Treaty,History,1
T01100,2025-05-29,U0056,Midnight in Avalon,Fiction,15
T00061,2025-03-24,U0034,Echoes of Andromeda,Science Fiction,5
T00174,2025-12-24,U0113,Case of the Broken Compass,Mystery,20
T01265,2025-05-23,U0010,Echoes of Andromeda,Science Fiction,8
T01237,2025-12-15,U0027,The Sorcerer's Apprentice,Fantasy,20
T01276,2025-08-18,U0103,Case of the Broken Compass,Mystery,10
T00945,2025-01-23,U0048,An Ordinary Genius,Biography,1
T01158,2025-02-28,U0012,The Art of Deep Rest,Self-Help,8
T01184,2025-11-12,U0027,The Art of Deep Rest,Self-Help,7
T00688,2025-11-11,U0118,The Silent Orchard,Fiction,19
T00293,2025-12-29,U0032,The Last Colony Ship,Science Fiction,5
T01429,2025-11-11,U0072,Habits That Stick,Self-Help,23
T00696,2025-12-19,U0040,The Last Colony Ship,Science Fiction,19
T00906,2025-04-24,U0101,The Locked Library,Mystery,11
T00118,2025-11-07,U0022,Habits That Stick,Self-Help,11
T01339,2025-08-16,U0031,The Cartographer's Daughter,Fiction,13
T00264,2025-11-02,U0073,Habits That Stick,Self-Help,18
T00392,2025-07-05,U0025,Life in the Margins,Biography,18
T00325,2025-01-25,U0016,Quantum Drift,Science Fiction,6
T01073,2025-11-12,U0008,Habits That Stick,Self-Help,14
T00025,2025-03-26,U0071,Crown of Thorned Vines,Fantasy,16
T00878,2025-09-21,U0048,Empires of Sand,History,24
T00588,2025-08-20,U0049,Rising: A Memoir,,18
T00448,2025-09-24,U0110,The Last Colony Ship,Science Fiction,7
T00775,2025-12-15,U0112,An Ordinary Genius,Biography,11
T01145,2025-05-07,U0059,The Locked Library,Mystery,13
T01054,2025-12-26,U0020,Detective Rao's Final Case,Mystery,17
T01199,2025-06-04,U0068,Case of the Broken Compass,Mystery,20
T00824,2025-07-13,U0083,Quantum Drift,Science Fiction,11
T01478,2025-10-26,U0104,The Dragon's Ledger,Fantasy,58
T00738,2025-05-02,U0089,The Forgotten Treaty,History,45
T00793,2025-01-11,U0108,Midnight in Avalon,Fiction,33
T00455,2025-07-11,U0054,The Art of Deep Rest,Self-Help,18
T00949,2025-05-12,U0053,The Forgotten Treaty,History,9
T01425,2025-07-05,U0089,Atomic Focus,Self-Help,7
T00282,2025-12-02,U0098,The Long Road Home,Biography,15
T00598,2025-11-29,U0113,Revolutions of the Mind,History,20
T01182,2025-11-09,U0114,Empires of Sand,History,11
T00545,2025-08-09,U0043,A Century of Silence,History,15
T00802,2025-10-21,U0107,Revolutions of the Mind,History,12
T00020,2025-07-11,U0020,Notes from a Quiet Life,Biography,20
T00515,2025-08-19,U0035,The Silent Orchard,Fiction,18
T00709,2025-02-17,U0115,The Cartographer's Daughter,Fiction,24
T01143,2025-12-10,U0029,A Century of Silence,History,12
T01476,2025-11-12,U0049,The Long Road Home,Biography,12
T01202,2025-09-26,U0094,A Century of Silence,History,7
T01091,2025-03-30,U0062,The Locked Library,Mystery,14
T00591,2025-02-17,U0100,The Silent Orchard,Fiction,3
T00555,2025-07-27,U0103,Crown of Thorned Vines,Fantasy,17
T01473,2025-02-26,U0098,The Dragon's Ledger,Fantasy,14
T00883,2025-08-11,U0095,The Forgotten Treaty,History,21
T01246,2025-12-10,U0112,Echoes of Andromeda,Science Fiction,20
T01401,2025-11-06,U0078,Crown of Thorned Vines,Fantasy,11
T00575,2025-10-05,U0047,An Ordinary Genius,Biography,21
T00317,2025-08-12,U0019,Revolutions of the Mind,History,21
T01225,2025-02-24,U0105,Midnight in Avalon,Fiction,10
T00026,2025-12-20,U0070,The Last Colony Ship,Science Fiction,7
T00170,2025-03-01,U0042,The Locked Library,Mystery,6
T01310,2025-09-13,U0040,An Ordinary Genius,Biography,15
T00285,2025-11-18,U0042,The Merchant Kingdoms,History,5
T01178,2025-02-14,U0068,The Merchant Kingdoms,History,6
T00047,2025-10-24,U0032,Revolutions of the Mind,History,15
T01384,2025-07-10,U0062,The Vanishing Hour,Mystery,12
T00745,2025-03-23,U0066,,History,10
T00823,2025-06-14,U0063,The Cartographer's Daughter,Fiction,13
T01396,2025-03-13,U0006,Crown of Thorned Vines,Fantasy,12
T00397,2025-09-23,U0061,Detective Rao's Final Case,Mystery,6
T00937,2025-03-15,U0077,Empires of Sand,History,13
T00092,2025-01-03,U0089,Echoes of Andromeda,Science Fiction,19
T01205,2025-12-18,U0006,The Locked Library,Mystery,9
T00153,2025-02-08,U0071,Quantum Drift,Science Fiction,14
T00818,2025-06-23,U0086,Quantum Drift,Science Fiction,2
T00461,2025-02-27,U0120,Case of the Broken Compass,Mystery,51
T00472,2025-04-26,U0031,An Ordinary Genius,Biography,15
T00517,2025-05-07,U0038,Habits That Stick,Self-Help,8
T01181,2025-11-20,U0067,Life in the Margins,Biography,14
T01474,2025-12-17,U0071,Crown of Thorned Vines,Fantasy,4
T01104,2025-11-12,U0072,Life in the Margins,Biography,7
T00487,2025-04-11,U0020,The Sorcerer's Apprentice,Fantasy,3
T01140,2025-11-06,U0065,Crown of Thorned Vines,Fantasy,19
T01043,2025-01-07,U0107,Empires of Sand,History,22
T00464,2025-07-25,U0006,Quantum Drift,Science Fiction,1
T00742,2025-06-14,U0100,The Art of Deep Rest,Self-Help,17
T01170,2025-11-05,U0074,,Fiction,13
T01105,2025-06-15,U0056,The Vanishing Hour,Mystery,11
T00493,2025-11-19,U0108,Kingdom of Ash and Ember,Fantasy,10
T00428,2025-07-23,U0108,The Silent Orchard,Fiction,1
T00046,2025-02-04,U0077,The Last Colony Ship,Science Fiction,12
T01488,2025-10-02,U0109,The Cartographer's Daughter,Fiction,1
T00358,2025-12-16,U0012,Rewire Your Mornings,Self-Help,13
T00561,2025-07-18,U0077,Rising: A Memoir,Biography,7
T00954,2025-07-31,U0027,Kingdom of Ash and Ember,Fantasy,8
T00003,2025-04-30,U0011,Case of the Broken Compass,Mystery,7
T00501,2025-06-03,U0029,The Merchant Kingdoms,History,16
T00188,2025-03-06,U0005,The Last Rune Keeper,Fantasy,1
T01147,,U0074,A Century of Silence,History,6
T01433,2025-06-25,U0098,The Long Road Home,Biography,8
T00659,2025-06-07,U0058,Habits That Stick,Self-Help,15
T00050,2025-11-27,U0086,The Dragon's Ledger,Fantasy,7
T01031,2025-11-27,U0092,Beyond the Event Horizon,Science Fiction,7
T01067,2025-04-02,U0017,Empires of Sand,History,14
T00146,2025-09-02,U0111,Beyond the Event Horizon,Science Fiction,18
T00147,2025-01-28,U0088,Life in the Margins,Biography,14
T00771,2025-06-21,U0088,The Last Colony Ship,Science Fiction,12
T00498,2025-04-02,U0056,The Discipline of Small Wins,Self-Help,14
T00302,2025-11-27,U0012,Revolutions of the Mind,History,5
T00990,2025-08-05,U0103,A Thousand Quiet Rooms,Fiction,19
T01216,2025-12-25,U0089,Rising: A Memoir,Biography,8
T01167,2025-11-04,U0011,Kingdom of Ash and Ember,Fantasy,12
T00381,2025-06-26,U0111,The Locked Library,Mystery,21
T00680,2025-05-07,U0013,A Century of Silence,History,1
T01150,2025-11-19,U0067,Life in the Margins,Biography,17
T00536,2025-12-16,U0024,The Merchant Kingdoms,History,21
T00042,2025-10-12,U0094,Atomic Focus,Self-Help,8
T00297,2025-12-03,U0110,Beyond the Event Horizon,Science Fiction,9
T00586,2025-03-16,U0032,The Forgotten Treaty,History,9
T00673,2025-06-01,U0083,Notes from a Quiet Life,Biography,17
T01343,2025-11-09,U0119,Echoes of Andromeda,Science Fiction,13
T00113,2025-08-04,U0107,Case of the Broken Compass,Mystery,22
T00419,2025-04-14,U0028,The Art of Deep Rest,Self-Help,10
T01083,2025-05-11,U0071,The Dragon's Ledger,Fantasy,1
T00122,2025-06-04,U0090,Quantum Drift,Science Fiction,9
T01137,2025-04-07,U0100,Case of the Broken Compass,Mystery,16
T01481,2025-12-19,U0011,The Locked Library,Mystery,10
T00975,2025-08-15,U0089,Life in the Margins,Biography,2
T01136,2025-11-23,U0057,Kingdom of Ash and Ember,Fantasy,7
T00439,2025-02-01,U0031,Detective Rao's Final Case,Mystery,13
T00467,2025-06-14,U0105,Habits That Stick,Self-Help,24
T01116,2025-12-23,U0026,A Thousand Quiet Rooms,Fiction,11
T00920,2025-07-09,U0034,Quantum Drift,Science Fiction,14
T00542,2025-10-02,U0115,Detective Rao's Final Case,Mystery,9
T00526,2025-03-16,U0064,Case of the Broken Compass,,6
T01001,2025-11-19,U0115,Echoes of Andromeda,Science Fiction,10
T01272,2025-06-26,U0108,Life in the Margins,Biography,8
T01069,2025-11-16,U0068,Rising: A Memoir,Biography,
T01329,2025-05-03,U0053,An Ordinary Genius,Biography,10
T00763,2025-11-30,U0115,Rewire Your Mornings,Self-Help,18
T00148,2025-02-13,U0039,Empires of Sand,History,19
T01235,2025-11-22,U0116,The Forgotten Treaty,History,17
T01022,2025-10-04,U0112,Crown of Thorned Vines,Fantasy,8
T00502,2025-11-29,U0084,The Forgotten Treaty,History,16
T00451,2025-01-12,U0040,Rising: A Memoir,Biography,8
T00434,2025-04-09,U0087,Case of the Broken Compass,Mystery,12
T00652,2025-07-31,U0067,Revolutions of the Mind,History,1
T01460,2025-05-20,U0076,Habits That Stick,Self-Help,16
T00599,2025-05-21,U0113,The Forgotten Treaty,History,10
T01319,2025-02-02,U0029,Habits That Stick,Self-Help,2
T00405,2025-07-14,U0080,Rising: A Memoir,Biography,11
T01117,2025-01-05,U0084,A Thousand Quiet Rooms,Fiction,7
T00573,2025-08-23,U0100,Case of the Broken Compass,Mystery,12
T00603,2025-12-15,U0067,The Long Road Home,Biography,17
T01068,2025-11-25,U0074,Midnight in Avalon,Fiction,18
T00539,2025-08-05,U0020,Beyond the Event Horizon,Science Fiction,15
T01438,2025-05-10,U0016,A Thousand Quiet Rooms,Fiction,39
T00379,2025-01-31,U0089,Crown of Thorned Vines,Fantasy,6
T00080,2025-06-10,U0080,Revolutions of the Mind,History,18
T01341,2025-07-31,U0031,Quantum Drift,Science Fiction,14
T00220,2025-07-15,U0075,Rising: A Memoir,Biography,14
T00488,2025-12-17,U0084,,Fantasy,19
T00134,2025-10-12,U0063,The Art of Deep Rest,Self-Help,8
T01267,2025-03-19,U0095,Revolutions of the Mind,History,9
T00064,2025-01-21,U0116,Shadows on Elm Street,Mystery,14
T00095,2025-12-08,U0060,Echoes of Andromeda,Science Fiction,10
T01277,2025-12-16,U0068,The Locked Library,Mystery,18
T00422,2025-08-30,U0043,Midnight in Avalon,Fiction,16
T00436,2025-03-13,U0024,Rising: A Memoir,Biography,11
T00811,2025-03-27,U0084,Habits That Stick,Self-Help,11
T00101,2025-04-29,U0020,Midnight in Avalon,Fiction,22
T00466,2025-06-13,U0074,Revolutions of the Mind,History,11
T00877,2025-05-12,U0050,A Century of Silence,History,9
T00198,2025-09-29,U0032,The Sorcerer's Apprentice,Fantasy,10
T00597,2025-01-01,U0059,Echoes of Andromeda,Science Fiction,1
T00860,2025-08-02,U0050,A Century of Silence,History,17
T00336,2025-02-02,U0018,The Last Colony Ship,Science Fiction,13
T00923,2025-05-21,U0082,A Century of Silence,History,11
T01268,2025-09-06,U0031,Habits That Stick,Self-Help,14
T00784,2025-05-08,U0094,The Silent Orchard,Fiction,11
T01290,2025-08-07,U0036,A Century of Silence,History,6
T00144,2025-09-09,U0097,Rising: A Memoir,Biography,16
T00689,2025-04-01,U0092,Echoes of Andromeda,Science Fiction,14
T00748,2025-07-04,U0118,Crown of Thorned Vines,Fantasy,10
T00683,2025-04-01,U0023,The Merchant Kingdoms,History,7
T00292,2025-02-13,U0044,Revolutions of the Mind,History,13
T00307,2025-07-12,U0077,Notes from a Quiet Life,Biography,15
T00359,2025-06-27,U0086,The Merchant Kingdoms,History,7
T01261,2025-05-31,U0103,A Century of Silence,History,25
T01127,2025-03-19,U0029,A Century of Silence,History,9
T00547,2025-07-20,U0048,Neon Horizon,Science Fiction,8
T01345,2025-01-17,U0017,The Last Colony Ship,Science Fiction,1
T00757,2025-06-06,U0078,Quantum Drift,Science Fiction,10
T00732,2025-08-03,U0067,Rising: A Memoir,Biography,4
T01220,2025-08-27,U0099,Rising: A Memoir,Biography,15
T01446,2025-12-29,U0109,Revolutions of the Mind,History,10
T00242,2025-01-16,U0083,Case of the Broken Compass,Mystery,7
T01324,2025-01-21,U0075,Quantum Drift,Science Fiction,14
T00465,2025-01-29,U0097,An Ordinary Genius,Biography,16
T00006,2025-08-25,U0021,The Art of Deep Rest,Self-Help,9
T00587,2025-12-13,U0098,Empires of Sand,History,17
T01403,2025-05-26,U0002,The Dragon's Ledger,Fantasy,5
T01171,2025-03-24,U0023,The Sorcerer's Apprentice,Fantasy,11
T00128,2025-08-27,U0062,An Ordinary Genius,Biography,11
T00667,2025-02-08,U0105,The Vanishing Hour,Mystery,32
T01089,2025-04-30,U0032,Revolutions of the Mind,History,15
T00127,2025-11-12,U0035,A Century of Silence,History,15
T00363,2025-10-10,U0060,Life in the Margins,Biography,14
T01367,2025-02-04,U0091,Rising: A Memoir,Biography,12
T01126,2025-01-16,U0105,Revolutions of the Mind,History,3
T00266,2025-08-06,U0085,Case of the Broken Compass,Mystery,7
T01186,2025-02-04,U0033,Atomic Focus,Self-Help,14
T00062,2025-12-20,U0010,The Silent Orchard,Fiction,9
T00750,2025-11-01,U0063,Quantum Drift,Science Fiction,18
T00935,2025-12-05,U0113,Rising: A Memoir,Biography,15
T01061,2025-05-15,U0038,Echoes of Andromeda,Science Fiction,2
T01120,2025-02-20,U0091,An Ordinary Genius,Biography,3
T00521,2025-08-18,U0056,Midnight in Avalon,Fiction,9
T00820,2025-07-17,U0083,Rising: A Memoir,Biography,5
T00248,2025-04-21,U0111,Life in the Margins,Biography,1
T01359,2025-08-26,U0059,Life in the Margins,Biography,13
T00607,2025-03-10,U0112,Empires of Sand,History,11
T00553,2025-03-26,U0087,Rising: A Memoir,Biography,12
T00563,2025-11-11,U0039,The Discipline of Small Wins,Self-Help,9
T00024,2025-03-06,U0099,The Art of Deep Rest,Self-Help,12
T00164,2025-01-21,U0074,Empires of Sand,History,13
T00651,2025-01-23,U0012,Rewire Your Mornings,Self-Help,19
T01027,2025-03-11,U0067,The Silent Orchard,Fiction,13
T01459,2025-05-23,U0064,The Sorcerer's Apprentice,Fantasy,14
T00320,2025-11-29,U0013,The Locked Library,Mystery,14
T00566,2025-12-22,U0069,Crown of Thorned Vines,Fantasy,9
T01500,2025-02-02,U0111,Kingdom of Ash and Ember,Fantasy,1
T00096,2025-08-15,U0041,Life in the Margins,Biography,10
T00219,2025-07-08,U0059,An Ordinary Genius,Biography,11
T01463,2025-11-18,U0030,Crown of Thorned Vines,Fantasy,12
T00554,2025-03-31,U0067,The Art of Deep Rest,Self-Help,8
T00972,2025-05-14,U0001,Kingdom of Ash and Ember,Fantasy,10
T00130,2025-08-26,U0097,Crown of Thorned Vines,Fantasy,9
T01365,2025-12-12,U0117,A Thousand Quiet Rooms,Fiction,17
T00737,2025-11-08,U0080,Kingdom of Ash and Ember,Fantasy,7
T00743,2025-02-15,U0083,The Sorcerer's Apprentice,Fantasy,14
T00400,2025-06-03,U0073,Crown of Thorned Vines,Fantasy,11
T01292,2025-06-20,U0050,A Thousand Quiet Rooms,Fiction,11
T00551,2025-08-13,U0013,Detective Rao's Final Case,Mystery,9
T01374,2025-02-03,U0089,Rising: A Memoir,Biography,13
T00847,2025-12-31,U0041,Life in the Margins,Biography,8
T00309,2025-12-13,U0047,Whispers of the Tide,Fiction,20
T00203,2025-12-20,U0055,Rising: A Memoir,Biography,18
T01187,2025-01-04,U0042,An Ordinary Genius,Biography,8
T00415,2025-05-21,U0072,Crown of Thorned Vines,Fantasy,5
T00665,2025-04-24,U0008,Midnight in Avalon,Fiction,18
T00354,2025-01-14,U0015,Beyond the Event Horizon,Science Fiction,17
T00715,2025-11-04,U0081,Empires of Sand,History,12
T01074,2025-09-23,U0028,Shadows on Elm Street,Mystery,12
T00668,2025-08-16,U0083,The Last Colony Ship,Science Fiction,5
T01005,2025-05-12,U0120,Life in the Margins,Biography,16
T00640,2025-06-13,U0054,The Locked Library,Mystery,17
T00558,2025-12-27,U0097,The Last Colony Ship,Science Fiction,1
T00951,,U0103,The Last Colony Ship,Science Fiction,1
T00660,2025-03-22,U0012,The Forgotten Treaty,History,8
T00457,2025-06-28,U0084,An Ordinary Genius,Biography,3
T00414,2025-05-28,U0099,The Merchant Kingdoms,,9
T01011,2025-04-27,U0044,The Cartographer's Daughter,Fiction,19
T00151,2025-11-09,U0008,Life in the Margins,Biography,8
T01125,2025-05-22,U0065,The Merchant Kingdoms,History,3
T01301,2025-10-04,U0009,Empires of Sand,History,17
T00287,2025-06-08,U0010,Detective Rao's Final Case,Mystery,17
T01255,2025-09-27,U0019,Atomic Focus,Self-Help,22
T00353,2025-03-12,U0074,The Art of Deep Rest,Self-Help,5
T00322,2025-08-18,U0061,The Art of Deep Rest,Self-Help,13
T00761,2025-06-02,U0037,The Long Road Home,Biography,6
T01102,2025-09-14,U0052,The Vanishing Hour,Mystery,8
T00312,2025-08-25,U0057,Life in the Margins,Biography,20
T00567,2025-10-12,U0023,A Century of Silence,History,11
T00718,2025-02-16,U0034,Revolutions of the Mind,History,7
T00698,2025-04-04,U0005,A Century of Silence,History,24
T00927,2025-01-04,U0078,Crown of Thorned Vines,Fantasy,14
T00430,2025-05-26,U0043,Midnight in Avalon,Fiction,12
T00303,2025-07-05,U0003,An Ordinary Genius,Biography,17
T01283,2025-09-26,U0013,The Silent Orchard,Fiction,1
T00836,2025-07-21,U0016,The Last Colony Ship,Science Fiction,13
T01362,2025-09-29,U0043,Revolutions of the Mind,History,43
T01275,2025-08-31,U0050,Atomic Focus,Self-Help,5
T01047,2025-10-09,U0006,Rising: A Memoir,Biography,16
T01236,2025-03-18,U0085,The Art of Deep Rest,Self-Help,9
T00589,2025-02-17,U0099,Habits That Stick,Self-Help,11
T01082,2025-10-16,U0031,The Locked Library,Mystery,3
T00657,2025-10-27,U0100,The Last Colony Ship,Science Fiction,14
T00677,2025-10-17,U0045,Habits That Stick,Self-Help,9
T00038,2025-10-09,U0104,The Cartographer's Daughter,Fiction,7
T00778,2025-11-20,U0043,Midnight in Avalon,Fiction,9
T00403,2025-12-02,U0034,The Long Road Home,Biography,13
T00063,2025-07-09,U0107,Life in the Margins,Biography,13
T00445,2025-02-11,U0077,Atomic Focus,Self-Help,2
T01450,2025-12-27,U0047,The Last Rune Keeper,Fantasy,11
T00791,2025-01-20,U0084,The Dragon's Ledger,Fantasy,10
T00412,2025-12-21,U0083,The Art of Deep Rest,Self-Help,1
T00323,2025-05-12,U0003,Revolutions of the Mind,History,20
T00347,2025-05-21,U0056,Detective Rao's Final Case,Mystery,15
T00087,2025-03-28,U0095,A Century of Silence,History,10
T00505,2025-02-18,U0110,Detective Rao's Final Case,Mystery,15
T00530,2025-06-18,U0111,The Dragon's Ledger,Fantasy,1
T00826,2025-09-12,U0016,The Sorcerer's Apprentice,Fantasy,15
T00735,2025-06-26,U0113,The Forgotten Treaty,History,11
T01338,2025-04-01,U0069,A Thousand Quiet Rooms,Fiction,19
T00955,2025-05-10,U0062,Life in the Margins,Biography,10
T01350,2025-08-31,U0076,The Merchant Kingdoms,History,10
T00454,2025-07-29,U0037,Crown of Thorned Vines,Fantasy,17
T00031,2025-09-06,U0086,Quantum Drift,Science Fiction,10
T00917,2025-12-17,U0079,A Century of Silence,History,5
T00699,2025-04-24,U0079,Revolutions of the Mind,History,17
T00814,2025-12-17,U0004,Detective Rao's Final Case,Mystery,17
T00529,2025-06-20,U0051,Shadows on Elm Street,Mystery,14
T00470,2025-12-10,U0083,A Century of Silence,History,15
T00420,2025-11-12,U0014,The Vanishing Hour,Mystery,19
T01381,2025-11-27,U0084,Life in the Margins,Biography,11
T00440,2025-07-27,U0021,Crown of Thorned Vines,Fantasy,23
T01434,2025-12-22,U0017,Midnight in Avalon,Fiction,21
T00900,2025-08-25,U0071,The Art of Deep Rest,Self-Help,11
T01135,2025-01-16,U0019,Empires of Sand,History,16
T00807,2025-01-05,U0006,The Art of Deep Rest,Self-Help,10
T00432,2025-02-27,U0104,Case of the Broken Compass,Mystery,17
T01123,2025-09-08,U0043,An Ordinary Genius,Biography,15
T00872,2025-06-28,U0012,An Ordinary Genius,Biography,13
T00772,2025-06-19,U0054,The Forgotten Treaty,History,16
T00156,2025-11-17,U0034,Quantum Drift,Science Fiction,13
T00891,2025-01-16,U0085,The Dragon's Ledger,Fantasy,5
T00681,2025-01-29,U0105,The Vanishing Hour,Mystery,19
